Date Created,Number of Likes,Source of Tweet,Tweets
2015-10-05 07:19:36+00:00,1,twitterfeed,#EinsatzNews Zimmerbrand in Kreuzberg: Zwei Tote. http://t.co/A3RJhxkuK7
2015-10-03 08:56:45+00:00,4,twitterfeed,#Aktuelles 25 Jahre Zusammenführung der Berliner Feuerwehr Ost und West: Sonderausstellung im Feuerwehrmuseum ... http://t.co/s8HjwYWz2R
2015-10-01 05:30:25+00:00,4,twitterfeed,#EinsatzNews Gewerbehalle im Vollbrand: Schwierige Wasserversorgung http://t.co/skHHh6cPen
2015-09-30 07:05:46+00:00,3,twitterfeed,#Aktuelles 11. Europäischer Katastrophenschutzkongress: Vom 28.  bis 29. September in Berlin http://t.co/o6jf2pYJAt
2015-09-26 11:37:22+00:00,0,twitterfeed,#EinsatzNews Schwerer Verkehrsunfall: Zwei Personen eingeklemmt http://t.co/4pTuD3HhYK
2015-09-24 04:02:59+00:00,4,Twitter for Android,Jetzt Livestream aus der Leitstelle auf BILD.de
2015-09-23 17:36:39+00:00,10,Twitter for Android,Heute 12 h - Nachtdienst mit @NicoleB_BILDde live auf #Periscope Feuerwache Wedding.
2015-09-23 16:43:17+00:00,5,Twitter for iPhone,"Wir wünschen Ihnen eine spannende Zeit bei uns, Frau B. https://t.co/Y2NgTtXrhz"
2015-09-23 11:40:44+00:00,3,twitterfeed,#Aktuelles Verletzte Feuerwehrmänner nach Explosion: Nach Detonation eines Sprengsatzes wurde ein Kollege schw... http://t.co/IvXpCv02pG
2015-09-23 10:18:48+00:00,2,Twitter for iPhone,#INKA Podiumsdiskussion @BBK_Bund @Berliner_Fw @roteskreuz_de @VW_Wolfsburg http://t.co/ksrm3azgnz
2015-09-23 09:40:08+00:00,0,Twitter for iPhone,#INKA Analysen und Ergebnisse vorgestellt durch die Projektpartner http://t.co/QoIcGskZt5
2015-09-23 08:54:24+00:00,1,Twitter for iPhone,Start der Abschlusskonferenz des Projekts #INKA im Unweltforum Berlin http://t.co/o1euG9nLK5
2015-09-22 14:34:39+00:00,8,twitterfeed,#Aktuelles Berliner Feuerwehr wird Deutscher Meister: Drei Siege in fünf Disziplinen führten zum Gesamtsieg  b... http://t.co/2Acu6yqWNR
2015-09-22 05:35:23+00:00,2,twitterfeed,#Aktuelles Abnahme der Leistungsspange bei der Jugendfeuerwehr: Acht Mädchen und 29 Jungen bestehen in fünf Di... http://t.co/NE73ONirZQ
2015-09-21 13:06:09+00:00,1,twitterfeed,#PI Hat das Ehrenamt im Katastrophenschutz eine Zukunft?: Konferenz zum Abschluss des Verbundprojekts „Profess... http://t.co/0ET3pLhtbS
2015-09-18 14:50:59+00:00,3,twitterfeed,"#Aktuelles Täglich Humanitäre Hilfeleistungen durch Feuerwehr, Hilfsorganisationen, THW und Bundeswehr: Einsät... http://t.co/Xt4rKSRx9V"
2015-09-14 13:51:22+00:00,4,twitterfeed,#Aktuelles JF Gründung in Schmöckwitz: Neue Jugendfeuerwehr startet mit fünf Jungen. http://t.co/uQFxvmsPMc
2015-09-11 11:40:03+00:00,1,twitterfeed,#EinsatzNews LKW Unfall auf der Stadtautobahn: Schwierige Bergungsarbeiten im Berufsverkehr http://t.co/2WaSkXv13n
2015-09-10 16:13:10+00:00,4,twitterfeed,#Aktuelles Humanitäre Hilfe - Amtshilfe für den Landesweiten Koordinierungsstabs Flüchtlingsmanagement (LKF): ... http://t.co/pUe4Og3I6j
2015-09-10 06:30:42+00:00,3,twitterfeed,#EinsatzNews Große Rauchwolke über der Stadt: KATWARN und NINA warnen vor Rauchwolke http://t.co/sbrPLP3euf
2015-09-04 15:41:27+00:00,3,twitterfeed,#Aktuelles Extreme Belastungsübung an der BFRA: Langzeit-Atemschutzgeräteträger im Stresstest http://t.co/yfw53ooXL1
2015-09-03 20:18:56+00:00,4,twitterfeed,#Aktuelles Humanitäre Hilfe - Errichtung einer Zeltunterkunft in Spandau: Aufbau und Einrichtung von 71 Zelten... http://t.co/HS3IPD2iSn
2015-09-02 18:55:31+00:00,1,twitterfeed,#EinsatzNews Verkehrsunfall in Pankow: Pkw fuhr über Mittelstreifen in Gleisbett http://t.co/dKuegyLJfo
2015-09-02 10:21:55+00:00,3,twitterfeed,#EinsatzNews Verkehrsunfall auf der BAB A 111: Autobahn blockiert - umgestürzter Anhänger vom TD aufgerichtet http://t.co/eithHV4DXo
2015-08-31 22:44:21+00:00,3,twitterfeed,#Aktuelles Feuerwehrnachwuchs am Start: Ernennung von Brandmeisteranwärtern und Brandmeistern. Ausbildungsbegi... http://t.co/5qlRS9aZTf
2015-08-28 15:05:32+00:00,1,twitterfeed,#EinsatzNews Kellerbrand in Staaken: Es brannten Kellerverschläge im Hochhaus mit aufwändiger Brandbekämpfung http://t.co/4GT2b87PUP
2015-08-26 23:34:25+00:00,4,twitterfeed,#EinsatzNews Großbrand in Wittenau: Vollbrand einer Sporthalle auf dem Gelände der Karl-Bonhoeffer-Nervenklinik http://t.co/iJAi5d7FpT
2015-08-26 23:34:25+00:00,3,twitterfeed,#EinsatzNews Verkehrsunfall in Spandau: Pkw hat sich überschlagen - 4 Verletzte http://t.co/wboTWXmj54
2015-08-21 14:21:06+00:00,10,twitterfeed,#Aktuelles Anhaltender Flüchtlingsstrom: Feuerwehrstab koordiniert Kräfte und Mittel im Flüchtlingsmanagement. http://t.co/8It7kJk0r3
2015-08-14 11:47:38+00:00,0,twitterfeed,#EinsatzNews Küchenbrand in der Gropiusstadt: Drei Menschen mit Fluchthauben gerettet. http://t.co/3YKV4w5WXR
2015-08-13 10:23:42+00:00,3,twitterfeed,#EinsatzNews Britz – Brand im Müllbunker: Mehrstündige Brandbekämpfung. Keine verletzten Personen. http://t.co/aGoo2Cb5Q9
2015-08-12 11:18:20+00:00,18,twitterfeed,#Aktuelles Humanitäre Hilfe: Freiwillige Feuerwehr hilft bei der Einrichtung einer Flüchtlingsunterkunft. http://t.co/TDfig6Oga8
2015-08-11 07:24:07+00:00,2,twitterfeed,#EinsatzNews Lichtenrade – Gartenhaus brennt vollständig nieder: Brandübergriff auf benachbarte Doppelhaushälf... http://t.co/lSITFnP2ED
2015-08-11 07:24:06+00:00,2,twitterfeed,#EinsatzNews Brennende Sportboote in Tegel: Ein Mensch erleidet schwere Verletzungen http://t.co/Ok7QB5o0aL
2015-08-06 06:08:52+00:00,1,twitterfeed,#EinsatzNews Kellerbrand in Gesundbrunnen: 22 Menschen wurden in Sicherheit gebracht http://t.co/uE6kkpsGah
2015-08-02 22:31:17+00:00,1,twitterfeed,#EinsatzNews Schwerer Verkehrsunfall in Charlottenburg: Fahrzeug fuhr in Schlangenlinien in den Gegenverkehr http://t.co/U2eEIoHPIG
2015-07-28 00:49:31+00:00,1,twitterfeed,#EinsatzNews Säure in einem chemischen Labor freigesetzt: ABC-Einsatz in Spandau http://t.co/js6BWSfCDi
2015-07-27 13:30:34+00:00,1,twitterfeed,#EinsatzNews Toter nach Wohnungsbrand: Reanimation ohne Erfolg. http://t.co/JG43boIFkJ
2015-07-27 13:08:19+00:00,5,twitterfeed,#Aktuelles Vier zusätzliche Rettungswagen der Hilfsorganisationen in Dienst gestellt: Erster Schritt der Verst... http://t.co/2UNkD6B7IZ
2015-07-25 11:18:37+00:00,7,twitterfeed,#Aktuelles Feierliche Vereidigung des Feuerwehrnachwuchses: 121 feuerwehrtechnische Beamte vor dem Schloss Cha... http://t.co/wHGpcNsaeM
2015-07-23 18:06:03+00:00,16,Twitter for iPad,Nach der Generalprobe heute freuen wir uns auf die #Vereidigung morgen um 15 Uhr vor dem Schloss Charlottenburg. http://t.co/c7O58jQIUT
2015-07-22 19:54:08+00:00,6,twitterfeed,#EinsatzNews Drei Transformatoren brennen in Marzahn: Brand in Forschungsunternehmen mit großer Rauchentwicklung http://t.co/CjegU2yaZN
2015-07-20 09:24:40+00:00,4,twitterfeed,#Aktuelles Verleihung der Fluthelferorden für den Einsatz in Magdeburg: Im 10. Schulungslager der Berliner Jug... http://t.co/mAkmjYJtzK
2015-07-17 08:31:42+00:00,4,twitterfeed,#EinsatzNews Wohnungsbrand in Moabit: Keine verletzten Personen http://t.co/jEjeW6Kxed
2015-07-14 06:58:02+00:00,3,twitterfeed,#EinsatzNews Brand im Restaurant: Keine Personenschäden. Zwei Brandabschnitte gebildet. http://t.co/kRNzoXTx5R
2015-07-09 11:19:13+00:00,0,Twitter for iPad,@bipollol für Gefahrenmeldungen nutzen Sie bitte immer unsere Notrufnummer 112. Twitter wird von uns nicht rund um die Uhr überwacht!
2015-07-07 07:24:46+00:00,1,twitterfeed,#EinsatzNews Durchzündung bei Wohnungsbrand: 7 Personen in Sicherheit gebracht http://t.co/8sCRyhwHNE
2015-07-07 06:41:06+00:00,1,twitterfeed,"#EinsatzNews Schwerer Verkehrsunfall: Linienbus gegen PKW, 5 Verletzte http://t.co/xlNt3g2Gzg"
2015-07-06 11:55:32+00:00,2,twitterfeed,#Aktuelles YOU Berlin 2015: Berliner Jugendfeuerwehr präsentiert sich bei der Leitmesse für Jugendkultur http://t.co/UtMuB9TQLm
2015-07-04 14:52:57+00:00,1,twitterfeed,#EinsatzNews Rettungswagen in Verkehrsunfall verwickelt: Zwei schwer und drei leicht verletzte Personen http://t.co/aMIvO9m5lj
2015-07-03 09:06:17+00:00,5,Twitter Web Client,#Veranstaltung 2. Lebenrettertag am Feuerwehrmuseum Berlin mit allen Hilfsorganisationen morgen von 10 bis 19 Uhr http://t.co/0wmWxXiAUm
2015-07-01 13:09:17+00:00,3,twitterfeed,#Aktuelles Gold und Silber in Fairfax: Stefan Niesecke erkämpft zwei Medaillen bei den der World Police &amp; Fire... http://t.co/fzPw9QV6JO
2015-07-01 07:21:49+00:00,2,twitterfeed,"#EinsatzNews Neukölln: Brand im Seniorenheim: Ein Toter, mehrere Menschen verletzt. 104 Personen wurden in Sic... http://t.co/YkFxwAWKT3"
2015-06-30 18:09:43+00:00,1,twitterfeed,#EinsatzNews Toter nach Wohnungsbrand: Trotz sofortiger Reanimation verstarb eine Person noch vor Ort http://t.co/33ve2GeUHQ
2015-06-30 10:01:49+00:00,1,Twitter Web Client,@rs2nachrichten @943rs2 Danke für die Blumen!
2015-06-29 21:19:59+00:00,3,twitterfeed,#EinsatzNews Alarm im Kombibad Gropiusstadt: Chlorgasaustritt durch technischen Defekt http://t.co/3gpEH5oivu
2015-06-26 16:24:57+00:00,1,twitterfeed,#EinsatzNews Mann bei Wohnungsbrand verstorben: Mehrere verletzten Katzen in Tierklinik http://t.co/8Gl4HalQnE
2015-06-26 14:36:01+00:00,4,twitterfeed,"#Aktuelles Die ersten Notfallsanitäter ""in Eigenregie"" an der BFRA erfolgreich ausgebildet: 14 Rettungsassiste... http://t.co/JfHqpG1FS6"
2015-06-24 22:03:21+00:00,1,twitterfeed,#EinsatzNews Wasserrettungseinsatz in Charlottenburg: Dramatische Minuten - erfolgreiche Rettung http://t.co/r3rCNDYZO1
2015-06-20 19:04:55+00:00,2,twitterfeed,"#Aktuelles ""Hütte voll"": 40 Jahre FF Lichterfelde http://t.co/gw3rDMJY79"
2015-06-18 19:29:45+00:00,5,twitterfeed,#EinsatzNews Tödlicher Verkehrsunfall auf der A 100: Pkw fuhr frontal auf Fahrbahnteiler http://t.co/91HD7iHMbN
2015-06-17 00:12:42+00:00,2,twitterfeed,#EinsatzNews Schwierige Brandbekämpfung bei Wohnungsbrand in Pankow: 8 Stunden Einsatz mit engen Straßenverhäl... http://t.co/cIuduWhdli
2015-06-16 01:37:57+00:00,0,twitterfeed,#EinsatzNews Mehrere Verletzte bei Unfall in Schöneberg: Eine eingeklemmte Person musste mit Rettungsgeräten b... http://t.co/9f3RbjdCnE
2015-06-16 01:04:01+00:00,0,twitterfeed,"#Aktuelles Interschutz ist Sicherheit, Nachwuchsförderung und Feuerwehrkult: In den 6 Tagen kamen 157.000 Besucher http://t.co/uOqvvMlEsg"
2015-06-13 14:19:31+00:00,1,twitterfeed,#Aktuelles Interschutz 2015 - Forschung auf dem Stand der Berliner Feuerwehr: Großes Interesse an den Projekte... http://t.co/ieMdhsTThz
2015-06-12 12:06:48+00:00,4,twitterfeed,#Aktuelles Highlight mit großem Interesse gestern und heute auf der Interschutz: Vorführungen der ANTS Atemsch... http://t.co/GIexOf3cGV
2015-06-12 11:11:08+00:00,5,Twitter for iPhone,ANTS-Vorführung auf der  #INTERSCHUTZ http://t.co/TzEq7tu2GF
2015-06-12 09:32:13+00:00,1,twitterfeed,#EinsatzNews Wohnungsbrand in Mitte: Mehrere verletzte Personen. http://t.co/yRbGAgdINi
2015-06-10 11:58:43+00:00,2,twitterfeed,"#Aktuelles Viele Besucher am Stand auf der Interschutz: Gestern - 2. Tag Interschutz 
Schwerpunkte Gesundheits... http://t.co/l2gEiLEwEv"
2015-06-09 14:33:36+00:00,3,Twitter Web Client,"@bzberlin ""– oder das Fahrzeug kommt erst gar nicht!"" Diese Aussage stimmt so nicht. Jeder erfasst Feuerwehreinsatz wird beschickt."
2015-06-09 06:39:44+00:00,2,twitterfeed,#EinsatzNews Wohnungsbrand in Kreuzberg: Ein Mensch gerettet. Übergreifen des Feuers aufs Dach verhindert. http://t.co/ud5oHOIgZW
2015-06-09 06:39:43+00:00,2,twitterfeed,#EinsatzNews Wohnungsbrand im Hochhaus: Sechs Menschen gerettet. Brandausbreitung verhindert. http://t.co/abUdwLNF9M
2015-06-08 19:53:57+00:00,0,twitterfeed,#Aktuelles Erster Tag auf der Interschutz: Sportwissenschaft und Forschung sind die Schwerpunkte morgen http://t.co/fqPuklgvxB
2015-06-08 12:50:15+00:00,5,twitterfeed,"#Aktuelles INTERSCHUTZ 2015: Berliner Feuerwehr ist bei der wichtigsten Messe für Rettungsdienst, Brand- und K... http://t.co/iHi96YQHrZ"
2015-06-06 22:01:43+00:00,2,twitterfeed,#EinsatzNews Frau stirbt durch Schwelbrand: Trotz schnellem Löscheinsatz kam jede Hilfe zu spät http://t.co/auBDb5XaBN
2015-06-05 13:43:39+00:00,0,twitterfeed,"#Aktuelles Erfolgreicher Aufstieg: 24 ""Aufsteiger"" bestehen ihre Prüfung http://t.co/IT6Q4rPCWf"
2015-06-03 08:20:23+00:00,0,twitterfeed,#EinsatzNews Wohnungsbrand in Gesundbrunnen: Keine verletzten Personen. http://t.co/gIG1NvQEA4
2015-06-01 10:38:39+00:00,1,twitterfeed,#Aktuelles ITLS-Advanced-Lehrgang: BFRA: Kurs zur Lebensrettung Schwerverletzter. http://t.co/xmKpSekK1q
2015-05-29 11:40:01+00:00,4,twitterfeed,#EinsatzNews Küchenbrand im Hochhaus: Sieben Personen in Sicherheit gebracht http://t.co/MrRxHsVabi
2015-05-27 11:07:14+00:00,3,twitterfeed,#EinsatzNews Autohaus im Vollbrand: Angrenzendes Wohnhaus stark beschädigt http://t.co/MFcOdG8gVv
2015-05-27 05:25:13+00:00,1,twitterfeed,#EinsatzNews Brand im Sozialladen: Großalarm für über 100 Einsatzkräfte http://t.co/7HDvjOYMyR
2015-05-25 11:17:47+00:00,4,twitterfeed,#EinsatzNews Wasserrettungseinsatz in Neukölln: Person aus Neuköllner Schifffahrtskanal gerettet http://t.co/ZtX4NQeYHr
2015-05-23 11:38:41+00:00,3,twitterfeed,#EinsatzNews Wohungsbrand in Neukölln: 3 Verletzte - Brandausbreitung verhindert http://t.co/wGKUuvXe8E
2015-05-22 14:27:18+00:00,2,twitterfeed,#PI Senator Henkel und Landesbranddirektor Gräfling stellen den Jahresbericht 2014: Rund 400.00 mal - und dami... http://t.co/8lrekIo6Xy
2015-05-20 14:06:11+00:00,2,twitterfeed,#PI Vorstellung des Jahresberichts 2014 der Berliner Feuerwehr: Berlins Innensenator Frank Henkel und Landesbr... http://t.co/jWhfoobUCF
2015-05-19 10:27:36+00:00,6,twitterfeed,#Aktuelles Ausbildung der Freiwilligen Feuerwehr: 19 Freiwillige Feuerwehrmänner und Frauen bestehen Truppmann... http://t.co/vryvkJa24O
2015-05-18 11:47:50+00:00,2,twitterfeed,#EinsatzNews Straßenbahn gegen Straßenbahn: Fünf Verletzte bei Straßenbahnunfall http://t.co/NFCIduQpnE
2015-05-17 07:13:38+00:00,1,twitterfeed,#EinsatzNews Einsatz der Höhenrettung in Mitte: Lose Fassadenteile im 12. OG http://t.co/W4dGembqIy
2015-05-16 06:19:52+00:00,2,twitterfeed,#EinsatzNews Gaststätte brannte im Wedding: 50 Einsatzkräfte waren über 5 Stunden im Einsatz http://t.co/IxRK1xJakl
2015-05-16 04:00:35+00:00,2,twitterfeed,#EinsatzNews Brand im Wagendorf in Französisch-Buchholz: Große Rauchsäule über Nordberlin http://t.co/mnkuCFjN7e
2015-05-16 00:32:48+00:00,3,twitterfeed,#EinsatzNews Verkehrsunfall in Moabit: Rüstwagen musste Fahrzeuge trennen http://t.co/CDVQHSAFc5
2015-05-15 06:35:49+00:00,1,twitterfeed,#EinsatzNews Kind stirbt auf Segelboot: DLRG rettet schwerverbrannten Schwimmer http://t.co/aRhpKTiXJB
2015-05-13 13:16:40+00:00,2,twitterfeed,#EinsatzNews Eingeklemmt im Aufzugsschacht: Eine Person bei Reinigungsarbeiten schwer verletzt http://t.co/bMK7JqV4XS
2015-05-11 06:25:00+00:00,6,twitterfeed,#Aktuelles 1. Interne Berliner Firefighter Combat Challenge: Die härtesten Feuerwehrleute Berlins treffen in S... http://t.co/NtajQK52Po
2015-05-08 05:58:59+00:00,1,twitterfeed,#Aktuelles Fortbildung im Vorbeugenden Brand- und Gefahrenschutz: Qualitätssicherung bei steigenden Anforderungen. http://t.co/6bCobB2FO0
2015-05-02 04:36:49+00:00,2,twitterfeed,"#EinsatzNews Kellerbrand in Prenzlauer Berg: Starke Rauchentwicklung
Feuerwehr 6 Stunden im Einsatz http://t.co/R3p1swKdFK"
2015-05-02 03:30:56+00:00,1,twitterfeed,#EinsatzNews Brand in Gesundbrunnen: Wohnungsbrand schnell gelöscht http://t.co/pPlzfdFQ4p
2015-04-30 12:06:49+00:00,1,twitterfeed,#EinsatzNews Brand in Friedrichshain: Matratzenladen ausgebrannt http://t.co/UjYJTc60cZ
2015-04-30 06:02:26+00:00,1,twitterfeed,#EinsatzNews Küchenbrand in Hakenfelde: Keine verletzten Personen. Brandausbreitung wurde verhindert. http://t.co/4JZHtdtfFx
2015-04-29 17:55:07+00:00,4,twitterfeed,#EinsatzNews Wohnungsbrand in Wedding: Eine Person verletzt. Brandausbreitung durch schnellen Einsatz verhindert. http://t.co/dksoHrHQrP
2015-04-28 06:38:31+00:00,2,twitterfeed,"#EinsatzNews Wohnungsbrand in Schöneberg: Eine tote Person in der Brandwohnung, elf Menschen verletzt http://t.co/cTDfrNZyaf"
2015-04-28 03:26:50+00:00,3,twitterfeed,#EinsatzNews Vollbrand eines Kellers in Köpenick: Umfangreiche Brandbekämpfung und Großaufgebot an Rettungsdienst http://t.co/fL1TN7HRY0
2015-04-27 20:48:13+00:00,2,twitterfeed,#EinsatzNews Wohungsbrand in Alt-Hohenschönhausen: Brandausbreitung ins Dach verhindert http://t.co/ooHO7sAUUC
2015-04-26 18:15:41+00:00,3,twitterfeed,#EinsatzNews Baum drohte umzustürzen: Feuerwehr 4 Stunden im Einsatz http://t.co/tJ1HUOFwpE
2015-04-24 09:00:17+00:00,2,twitterfeed,#EinsatzNews Kellerbrand in Lichtenrade: Keine verletzten Personen. Brandausbreitung wurde verhindert. http://t.co/fHpj5P80yD
2015-04-24 08:44:58+00:00,0,twitterfeed,#Aktuelles Girls- und Boysday: Zum 15. Mal fand der Girls- und Boys-Day statt http://t.co/cr8URSw8qp
2015-04-20 11:20:10+00:00,2,twitterfeed,#Aktuelles 5. Stairrun im Park Inn Hotel: Bestzeit der letzten Jahre wurde nicht geknackt http://t.co/IqnWVetYn5
2015-04-20 09:36:00+00:00,3,twitterfeed,#Aktuelles Erfolgreiche Schwimmer: Berliner Team mit guter Platzierung bei den 14. Deutschen Feuerwehr-Mannsch... http://t.co/t3CG6nMhbR
2015-04-19 04:02:17+00:00,2,twitterfeed,#Veranstaltung 4. Feuerwehr Rocknacht Berlin: 25.04.2015   20:00- 20:30Ort:Roadrunners-ClubSaarbrücker Str. 24... http://t.co/GdmgiDvSw0
2015-04-17 15:48:11+00:00,3,twitterfeed,#PI Stromausfall in Berlin – das Forschungsprojekt Kat-Leuchttürme probt den Ernstfall: Feldtest am 24. und 25... http://t.co/57piRo1Cz1
2015-04-15 09:35:37+00:00,3,twitterfeed,#Aktuelles Paris ist eine Reise wert: Fünf Berliner Feuerwehrmänner nehmen am Marathon in Paris teil http://t.co/O5NItpbcdc
2015-04-07 20:06:24+00:00,4,Twitter for iPad,"@Reporter_Flash keine Blumen, keine Pralinen. Aber Danke ; )"
2015-04-02 14:33:04+00:00,1,twitterfeed,#Aktuelles Unfall zwischen Bus und PKW in Tegel: Zwei schwer- und acht leichtverletzte Personen nach Frontalzu... http://t.co/qhECKFgEgV
2015-04-01 12:07:19+00:00,2,twitterfeed,#Aktuelles Nachwuchs für die Führungsetagen: Neue Brandrefrendare und Brandoberinspektoren-Anwärter http://t.co/jzPkOTu3u2
2015-03-16 11:22:52+00:00,7,Twitter for iPhone,#Aktuelles BerlinerFeuerwehr in Mitte im Einsatz. Ölsperre um ein 15m langes Museumsschiff &amp; Stabilisierung durch FwK http://t.co/IUhDkrrNqK
2015-03-12 17:04:59+00:00,3,twitterfeed,"#Aktuelles Freitag, der 13. ist Rauchmeldertag: Die Berliner Feuerwehr in der Anne-Frank-Grundschule anlässlic... http://t.co/fygwL1Txd3"
2015-03-03 14:22:11+00:00,1,twitterfeed,#Aktuelles Berliner Feuerwehr forscht in Frankfurt mit: Die Kameraden der Freiwilligen Feuerwehr Hellersdorf n... http://t.co/D5OD5omXQG
2015-03-02 15:15:59+00:00,0,Twitter Web Client,@rettertv unsere Empfehlungen für einen sicheren Umgang mit sozialen Medien http://t.co/lIGgzKhknh
2015-02-27 13:25:05+00:00,0,twitterfeed,"#Aktuelles Neue Anwärter lösen die Alten ab: „Das ist kein Job, es ist ein Beruf, es ist eine Berufung.“ http://t.co/wuAgDCHnVl"
2015-02-25 15:05:06+00:00,4,twitterfeed,#Aktuelles Frische Feuerwehrleute für Berlin!: 55 Brandmeister-Anwärter haben ihre Laufbahnprüfung abgelegt. http://t.co/PKPNOGASgk
2015-02-25 14:14:36+00:00,3,Twitter Web Client,"„…ein sicherer Weg zur Feuerwehr.“ Alexander, 21, 112 Direkt Azubi.
Bewirb dich jetzt http://t.co/BAjwqICwOv http://t.co/9gyIWsh8zl"
2015-02-24 13:47:25+00:00,3,Twitter Web Client,"„… weil wir eine vielschichtige Ausbildung bekommen“ René, Azubi 112 Direkt. Bewirb dich jetzt http://t.co/BAjwqICwOv http://t.co/mnLC7k3N88"
2015-02-23 16:03:22+00:00,6,Twitter Web Client,"„…weil es mein Kindheitstraum ist.“ Till, 23 Jahre, Azubi 112-Direkt. Bewirb dich jetzt http://t.co/BAjwqICwOv http://t.co/HTutDLRJdN"
2015-02-19 14:59:45+00:00,0,twitterfeed,#Aktuelles Tag der offenen Tür an der Knobelsdorff–Schule in Spandau: 112 Direkt – Nach der Schule direkt zur ... http://t.co/TU3m8wqqsF
2015-02-18 14:49:10+00:00,0,twitterfeed,#EinsatzNews PKW droht abzustürzen: Feuerwehrkran im Einsatz http://t.co/WT1o2caYY2
2015-02-18 12:54:59+00:00,1,twitterfeed,"#Aktuelles „Wer aufhört, besser zu werden, hat aufgehört gut zu sein!“ – Philip Rosenthal: Fortbildungsreihe f... http://t.co/LkRPuTWElJ"
2015-02-16 15:04:37+00:00,0,twitterfeed,#EinsatzNews Wohnungsbrand - ein Toter: Brandausbreitung ins Dach verhindert http://t.co/ppLR1frJgv
2015-02-16 12:05:06+00:00,1,twitterfeed,#EinsatzNews Restaurant im Vollbrand: Flammen aus den Fenstern http://t.co/MUssAaMmaO
2015-02-16 09:58:37+00:00,0,twitterfeed,#EinsatzNews PKW überschlagen: Fahrer stark alkoholisiert http://t.co/HbI8oYBfFQ
2015-02-10 10:34:50+00:00,0,twitterfeed,#Aktuelles Erster Lehrgang „Leiter PSNV“: Ausbildungstart für künftige Leiter der Psychosozialen Notfallversorgung http://t.co/lSMNORAtUQ
2015-02-10 07:08:27+00:00,0,twitterfeed,#EinsatzNews Wohnungsbrand in Charlottenburg: Zwei Brandtote. http://t.co/tAHYCe3ton
2015-02-09 08:13:24+00:00,0,twitterfeed,#EinsatzNews Wohnungsbrand in Steglitz: Drei Personen wurden rettungsdienstlich versorgt und in Krankenhäuser ... http://t.co/XknwNXcm3S
2015-02-06 14:41:09+00:00,0,twitterfeed,#EinsatzNews Brand in einer Einkaufspassage: Schleifmaschine einer Schuhmacherwerkstatt fing Feuer http://t.co/cahKuiJBPE
2015-02-05 10:04:57+00:00,0,twitterfeed,#EinsatzNews Feuer im Lokschuppen: Abrissgebäude auf einem Bahngelände brannte auf ca 300 m². http://t.co/akwNUI9g0d
2015-02-01 23:00:12+00:00,1,twitterfeed,#EinsatzNews 2 Tote bei Wohnungsbrand in Schöneberg: Es brannten Wohnungen im 3. und 4. OG http://t.co/dt3sIVEwT4
2015-02-01 18:10:41+00:00,0,twitterfeed,#EinsatzNews Brand in Westend: Kellerbrand mit starker Verrauchung http://t.co/RN3t7YNvPA
2015-01-31 14:30:22+00:00,1,twitterfeed,#EinsatzNews Verkehrsunfall auf der Autobahn A 111: Pkw überschlagen und lag auf dem Dach http://t.co/vtfONjKcgr
2015-01-23 22:16:57+00:00,2,twitterfeed,#EinsatzNews Verkehrsunfall in Grunewald: Fahrzeug landete am Havelufer http://t.co/gCcQWRmHfB
2015-01-20 13:26:21+00:00,0,Twitter Web Client,@NicoleB_BILDde unser Ziel ist es im Rettungsdienst nach 8 min vor Ort zu sein. Zu dem konkreten Fall kann ich so nichts sagen. (sf)
2015-01-18 00:43:02+00:00,1,twitterfeed,"#Veranstaltung 5. Berlin Firefigther Stairrun: 18.04.2015Ort:AlexanderplatzPark Inn Hotel[mehr]
         http://t.co/2QSCFmgiZ9"
2015-01-16 08:16:36+00:00,1,twitterfeed,#EinsatzNews Beschädigtes Säurefass in Reinickendorf: Unkontrollierter Austritt von Salpetersäure auf einem Fi... http://t.co/RWVfuPDtkJ
2015-01-13 07:34:45+00:00,1,twitterfeed,#Aktuelles Feuerwehr forscht: Mit der Drehleiter aus dem Elfenbeinturm: Präsentation der Forschungsprojekte de... http://t.co/SCqf6OpeNE
2015-01-12 12:32:20+00:00,1,twitterfeed,#PI Feuerwehr forscht: Mit der Drehleiter aus dem Elfenbeinturm: Präsentation der Forschungsprojekte der Berli... http://t.co/L0j2hI4UyU
2015-01-10 20:44:43+00:00,1,twitterfeed,#EinsatzNews Erneut wetterbedingter Ausnahmezustand: Mehrere Einsätze auf S-Bahngleisen http://t.co/SSHmk3iOv6
2015-01-10 20:14:42+00:00,4,Twitter Web Client,#EinsatzNews Ausnahmezustand Wetter in Berlin - 272 Mehreinsätze bis 21.00 Uhr http://t.co/ZdTkkMjkN1
2015-01-09 17:28:27+00:00,5,twitterfeed,#EinsatzNews Wetterbedingter Ausnahmezustand: Einsatzkräfte werden verdoppelt http://t.co/0fge4YXuf7
2015-01-09 16:22:26+00:00,5,Twitter Web Client,#EinsatzNews Ausnahmezustand Wetter beendet. 500 Kräfte der FF unterstützten uns bei 165 Sturm- und Wassereinsätzen http://t.co/wVzsdRSYMW
2015-01-07 14:45:31+00:00,1,twitterfeed,#EinsatzNews Wohnungsbrand in Moabit: Drei Menschen erlitten Rauchgasvergiftungen http://t.co/p2GdMcnH3G
2015-01-06 14:28:12+00:00,0,twitterfeed,#EinsatzNews Dachstuhlbrand in Lichterfelde: Brand in einer Waschküche http://t.co/qMAPio9VMt
